survey_id,zone,ro_name,piu_name,project_name,upc_code,das_provider,survey_status,report_status,scheduled_survey_date,actual_survey_date,raw_data_submission_date,report_submission_scheduled_date,report_submission_actual_date,discrepancy_date,final_report_submission_scheduled_date,final_report_submission_actual_date,interim_acceptance_date,validation_date,mcw_length_surveyed,sr_length_surveyed,delay_d1,delay_d2,total_delay,ir_count,defects_reported,precision_score,recall_score,remarks,comments,survey_form_link,raw_video_link,processed_video_link,final_survey_report_link,assessed_report_link,piu_report_link,row_hash,id
N/08049/02001/TN_003_060726,D,Copy of RO Chennai,Viluppuram,Kallagam (km.38.700) to Meensurutti (Km.98.433) of NH-227 in Tamil Nadu-RCW,N/08049/02001/TN,M/s Lonrix,completed,,06/07/2026,,,10/07/2026,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey_Form_N-08049-02001-TN-RCW_7-7-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=C4CebOfOF%2FiZLOPeCI4uiQK5pmV2yVKHPVHwLntHFrE3qKVQFepNCIZwJ7jpwSn68td379mbLukH9QZ3fG%2Fq4MrhdkjBARWBKmOnU3%2F1bhc%3D&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=H1ruizxNvBYS7M2swKDkGQ%3D%3D&dt=ZAdq3VjsZ%2FgS%2BZg35Mwgcw%3D%3D,,,,,2a758c44d7ae22f8c37d4b07e176e6a249372f7995a2b683c692044060a0eb25,17678
N/08049/03002/TN_003_060726,D,Copy of RO Chennai,Viluppuram,Meensurutti (Km.98.433) to Chidambaram (Km.129.965) of NH-227-RCW,N/08049/03002/TN,M/s Lonrix,completed,0,06/07/2026,,,09/07/2026,08/07/2026,09/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey_Form_N-08049-03002-TN-RCW_6-7-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=5kOLw3bdP0G7kUHDqnesoAZ3m7NMXG7lVy2AAvjPXr2FnFpaSsVeGby960B4zWf8q65wiPDBqFJFb0ljvIVHK8XhuP2xQDNSMaT%2FWzmSUItYmTI5Fux5xx64eVZjZJj6&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=bbHXX%2B2peB3evchDz3z8ng%3D%3D&dt=H1ruizxNvBYS7M2swKDkGQ%3D%3D,,,,,70b6a94bf90b30b41f63847ca0e16e2083a4695da5cb5db0fdc6db9a07f133ce,17679
N/02003/05011/TN_003,D,Copy of RO Chennai,Krishnagiri,Six laning of Hosur to Krishnagiri section of NH-44 (old NH-7) from Km. 33/130 to Km.93/000 in the state of Tamilnadu,N/02003/05011/TN,M/s Lonrix,scheduled,,16/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,f464f8bb755a9608bf5651e7d64d71b866fcfe84e106bb2059b7f054ba833198,17680
N/02003/06001/TN_003,D,Copy of RO Chennai,Krishnagiri,Six laning of Krishnagiri – Walajahpet section of NH-48 (old NH-46) from Km. 0/000 to Km.148/300,N/02003/06001/TN,M/s Lonrix,pending,,13/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,328e8c5cfe8b33dc2f7d8678209fdf278c77930cca81b1774e3c49699e40de24,17681
N/03011/01004/TN_003,D,Copy of RO Chennai,Krishnagiri,"Four laning of Jittandahalli to Dharmapuri section of NH-844 (PKG-III) from Km.60/100 to Km.94/460 under Bharatmala Pariyojana, Phase-I (National Corridor) on Hybrid Annuity Mode in the States of Tamil Nadu",N/03011/01004/TN,M/s Lonrix,scheduled,,17/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,5564626381a95e022e78c7c69c04648ca953965e9a43636bd1beaca5bc9e6e76,17682
N/04022/01002/TN_003,D,Copy of RO Chennai,Chennai 2,6L of Chennai Bypass Phase - II connecting NH-4 and NH-5 and widening of Chennai Phase -I connecting NH-45 and NH - 4 (From Km 0/00 to Km.32.600),N/04022/01002/TN,M/s Lonrix,pending,,14/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,a1ccc1af73fdc9a5327439cf482f4742202c3fa94dfe52734dcd36661c80404b,17683
N/02011/01001/TN_003,D,Copy of RO Chennai,Salem,Four laning of km 94/000 to km 180/000 of Krishnagiri to Thumbipadi section on NH-7 in the State of Tamil Nadu (Package No. NS-2/BOT/TN-01).,N/02011/01001/TN,M/s Lonrix,pending,,14/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,522d2125c429754f662eee30f251758ab6c570c575930c7892e3f53e035baa34,17684
N/02011/05001/TN_003,D,Copy of RO Chennai,Salem,Four laning of km 248/625 to km 292/600 (290/000) of Namakkal to Karur section on NH-7 in the State of Tamil Nadu (Package No. NS-2/ BOT/ TN-03).,N/02011/05001/TN,M/s Lonrix,pending,,13/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,dd33acae3ede92ec42d7c446a30b0fdd45cac0575b307a8d257c809579992e4f,17686
N/02013/01001/TN_003,D,Copy of RO Chennai,Salem,Four laning of km 0/000 to km 53/525 of Salem to Kumarapalayam section on NH-47 in the State of Tamil Nadu (Package No. NS-2/BOT/TN-06).,N/02013/01001/TN,M/s Lonrix,pending,,13/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,a6e74037ea3a49f19d25155cbb8b1d80212dcc170fb3acd71e89411d682a56a4,17687
N/02013/02001/TN_003,D,Copy of RO Chennai,Salem,Four laning of km 53/525 to km 102/035 of Kumarapalayam to Chengapalli section on NH-47 in the State of Tamil Nadu (Package No. NS-2/BOT/TN-07).,N/02013/02001/TN,M/s Lonrix,pending,,14/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,8cfd25b95597aab7ba9913e0b6e782b4b357dc75d48ac1a559f02d0ea0f1db45,17688
N/04022/02006/TN_004,D,Copy of RO Chennai,Chengalpattu,Operation & Maintenance and Providing Incident Management Services on Tambaram to Tindivanam Section of NH-32 (Old NH-45) from Km. 28+000 to Km. 121+000 in the State of Tamil Nadu,N/04022/02006/TN,M/s Lonrix,pending,,14/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,96f6cfdbab5bf7e7ffd23db3c6339e4a940d4e6a13a5eaa3aa63a0aee6784cdf,17689
N/09048/01001/TN_004,D,Copy of RO Chennai,Puducherry,Four laning of Pondicherry (km.0/000) to Tindivanam (km. 38/608)section of NH66 (New NH 32),N/09048/01001/TN,M/s Lonrix,pending,,13/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,3e4186b60a934c7c8cef6e9da5753b60dd00095fe1a3e819802f2ffef2890aed,17691
N/04022/03001/TN_004,D,Copy of RO Chennai,Viluppuram,Tindivanam - Ulundurpet from km 121.00 to km 193.90-RCW,N/04022/03001/TN,M/s Lonrix,pending,,14/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,da8b51870a1d2bf7650e9d3cf2f3abe6e4f9744426442afaa9cf08235a4b250e,17692
N/09041/01001/TN_004,D,Copy of RO Chennai,Viluppuram,Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68-RCW,N/09041/01001/TN,M/s Lonrix,scheduled,,15/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,b8b6bbcfa55081efa4073e3597a279ab769133949ccc604d9bd319ff61ad0d16,17693
N/08049/01001/TN_004,D,Copy of RO Chennai,Viluppuram,Trichirapalli (Km 0.000) to Kallagam (Km. 38.700) of NH-227 in Tamil Nadu-RCW,N/08049/01001/TN,M/s Lonrix,pending,,14/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,0ad61b1566ad3f0accac55a59211f8073c864a29427b8da959eade23cb8b69cf,17694
N/08049/02001/TN_004,D,Copy of RO Chennai,Viluppuram,Kallagam (km.38.700) to Meensurutti (Km.98.433) of NH-227 in Tamil Nadu-RCW,N/08049/02001/TN,M/s Lonrix,pending,,13/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,aacc7281cb4cfa1e1795ebe3adde76e76d0f07572ef135fe4e7c80d00cefed19,17695
N/08049/03002/TN_004,D,Copy of RO Chennai,Viluppuram,Meensurutti (Km.98.433) to Chidambaram (Km.129.965) of NH-227-RCW,N/08049/03002/TN,M/s Lonrix,pending,,13/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,99108e66f24644908ee3f983df47d87c9b881de328fb9ea1e77c3b56a5e484da,17696
N/02013/04001/TN_001,D,Copy of RO Chennai,Coimbatore,Chengapalli (km 102.035) to Neelambur (Km144.680) and Madukkarai (Km 170.880) to Walayar (K183.010) (Package No. NS-2/BOT/TN-08),N/02013/04001/TN,M/s Lonrix,scheduled,,15/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,e4aac11a60abe699f9cdac99d90e47e0511f975c4102d20b9b7d6a557d9d2ed5,17697
N/08042/01002/TN_001,D,Copy of RO Chennai,Coimbatore,Pollachi to Coimbatore Section from km. 123.55 to km. 150.40 of Dindigul - Bangalore Road,N/08042/01002/TN,M/s Lonrix,scheduled,,16/07/2026,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,2e00a9a794bd1e0385ae0a63bb49587dc9600ab6df731d2618e4ce307f2d8d06,17698
N/04022/02006/TN_001_230626,D,Chennai,Chengalpattu,Operation & Maintenance and Providing Incident Management Services on Tambaram to Tindivanam Section of NH-32 (Old NH-45) from Km. 28+000 to Km. 121+000 in the State of Tamil Nadu,N/04022/02006/TN,M/s Lonrix,completed,On Time,23/06/2026,,,28/06/2026,28/06/2026,01/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,"Survey Form_N-04022-02006-TN_24-06-2026.pdf
Survey Form_N-04022-02006-TN_25-06-2026.pdf",,,,,,534c08ac55339990941ed5ad0f33ba47281a96c0eb8080c559f83a03648e3d57,17638
N/02004/30001/TN_001_220626,D,Chennai,Chennai 1,Six laning of Chennai – Tada section of NH5 from Km 11/0 to Km 54/4 in the state of Tamil Nadu to be executed under EPC Mode under NHDP Phase V – Completion of balance work in Km 21.400 to Km 54.400 (Length 33.000 Km) under EPC mode,N/02004/30001/TN,M/s Lonrix,completed,Delayed,22/06/2026,,,25/06/2026,30/06/2026,01/07/2026,,,,,0.0,0.0,5.0,11.0,0.0,0,0,0.0,0.0,,,Survey form_N0200430001TN_22062026.pdf,,,Survey_Report_All_N_02004_31001_TN_From_Km_21_400_to_Km_54_400__13-Jul-2026_8460.xlsm,,,3d9cca79e441cc9fd8d4d2adc6fa4365c8016af037aa69a4c42a7f57adf104b6,17639
N/09048/01001/TN_001_220626,D,Chennai,Puducherry,Four laning of Pondicherry (km.0/000) to Tindivanam (km. 38/608)section of NH66 (New NH 32),N/09048/01001/TN,M/s Lonrix,completed,Delayed,22/06/2026,,,25/06/2026,26/06/2026,30/06/2026,,,,,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,,,Suvey Forms_N0904801001TN 22062026.pdf,,,,,,e721c38799bb916c5081debbf8fd9a4bae8781aeb795736b2a0fc6fe1eb1a045,17640
N/04022/03001/TN_001_230626,D,Chennai,Viluppuram,Tindivanam - Ulundurpet from km 121.00 to km 193.90-RCW,N/04022/03001/TN,M/s Lonrix,completed,On Time,23/06/2026,,,27/06/2026,27/06/2026,30/06/2026,,,,,0.0,0.0,0.0,12.0,0.0,0,0,0.0,0.0,,,"SURVEY FORM_N0402203001TN-RCW_23_06_20256.pdf
SurveyForm_UPC_CODE-N0402203001TN-RCW_24_06_2026.pdf",,,Survey_Report_All_UPC_N0402203001TN_NH45_Tindivanam_to_Ulundurpet_new_13-Jul-2026_4815.xlsm,,,e364f5d5d4e246905df60e8909fd1d41f9fff1ab716ca15f5481886c21639aa7,17641
N/09041/01001/TN_001_240626,D,Chennai,Viluppuram,Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68-RCW,N/09041/01001/TN,M/s Lonrix,completed,On Time,24/06/2026,,,28/06/2026,27/06/2026,01/07/2026,,,,,0.0,0.0,0.0,11.0,0.0,0,0,0.0,0.0,,,"SurveyForm_N-09041-01001-TN-RCW 24.06.206.pdf
Survey Form_N-09041-01001-25-06-2026.pdf",,,Survey_Report_All_Salem_to_Ulundurpettai_13-Jul-2026_5159.xlsm,,,4eed9e374824890f575972248d89d8b84204aaeb8b4c3be29a26bc2b269ef073,17642
N/08049/01001/TN_001_230626,D,Chennai,Viluppuram,Trichirapalli (Km 0.000) to Kallagam (Km. 38.700) of NH-227 in Tamil Nadu-RCW,N/08049/01001/TN,M/s Lonrix,completed,On Time,23/06/2026,,,30/06/2026,26/06/2026,01/07/2026,,,,,0.0,0.0,0.0,11.0,0.0,0,0,0.0,0.0,Other Stretches were assigned to complete inbetween.,,Survey_FormN-08049-01001-TN-RCW 27.06.2026.pdf,,,Survey_Report_All_Tiruchirappalli_Km_0_000_to_Kallagam_Km_38_700__13-Jul-2026_4262.xlsm,,,142bb890c24d832840fea37c5d74206d93088fc6d7fc0297407532490df5310a,17643
N/08049/02001/TN_001_220626,D,Chennai,Viluppuram,Kallagam (km.38.700) to Meensurutti (Km.98.433) of NH-227 in Tamil Nadu-RCW,N/08049/02001/TN,M/s Lonrix,completed,On Time,22/06/2026,,,26/06/2026,26/06/2026,30/06/2026,,,,,0.0,0.0,0.0,11.0,0.0,0,0,0.0,0.0,,,Surveyform_N-08049-02001-TN-RCW_23-06-2026 (1).pdf,,,Survey_Report_All_UPC_N0804902001TN_NH_227_KML_Kallagam_km_38_700_to_Meensurutti_Km_98_433__13-Jul-2026_3197.xlsm,,,dd64aee66a693c79411e5d4721b0b4d735512f08988055f87ecea186c4c38c8c,17644
N/08049/03002/TN_001_220626,D,Chennai,Viluppuram,Meensurutti (Km.98.433) to Chidambaram (Km.129.965) of NH-227-RCW,N/08049/03002/TN,M/s Lonrix,completed,Delayed,22/06/2026,,,25/06/2026,26/06/2026,30/06/2026,,,,,0.0,0.0,1.0,11.0,0.0,0,0,0.0,0.0,,,Survey form_N0804903002TN 22062026.pdf,,,Survey_Report_All_UPC_N0804903002TN_NH_227_KML_Meensurutti_Km_98_433_to_Chidambaram_Km_129_965__13-Jul-2026_9182.xlsm,,,6ef4d0c3fd6bc04f3ce63f0983d6f38fec461dd0ef743ae91cea38f9cf66379c,17645
N/03011/01004/TN_001_030726,D,Chennai,Krishnagiri,"Four laning of Jittandahalli to Dharmapuri section of NH-844 (PKG-III) from Km.60/100 to Km.94/460 under Bharatmala Pariyojana, Phase-I (National Corridor) on Hybrid Annuity Mode in the States of Tamil Nadu",N/03011/01004/TN,M/s Lonrix,completed,Delayed,03/07/2026,,,06/07/2026,07/07/2026,07/07/2026,,,,,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,,,SURVEY_FORM-N-03011-01004-TN-03-07-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=T5vGCT6f4YN0qP5K4Vm2rg%3D%3D&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=kM8F%2B%2Fr4Z6pRNyIhsDLaaQ%3D%3D&dt=kM8F%2B%2Fr4Z6pRNyIhsDLaaQ%3D%3D,,,,,609134342d987ec0748856751486e56198661aa45f80bc5ced091b7a8db48268,17648
N/02011/05001/TN_001_290626,D,Chennai,Salem,Four laning of km 248/625 to km 292/600 (290/000) of Namakkal to Karur section on NH-7 in the State of Tamil Nadu (Package No. NS-2/ BOT/ TN-03).,N/02011/05001/TN,M/s Lonrix,completed,On Time,29/06/2026,,,02/07/2026,02/07/2026,03/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey form N-02011-05001-TN-29.06.2026.pdf,,,,,,602b3f232daa0a768b61d1891897bcde377f704e0a55f7cdd8dba89153b5afbd,17652
N/02013/01001/TN_001_290626,D,Chennai,Salem,Four laning of km 0/000 to km 53/525 of Salem to Kumarapalayam section on NH-47 in the State of Tamil Nadu (Package No. NS-2/BOT/TN-06).,N/02013/01001/TN,M/s Lonrix,completed,On Time,29/06/2026,,,02/07/2026,02/07/2026,03/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey form N-02013-01001-TN_29-06-2026.pdf,,,,,,998fd11973bf82d1980ee58025ad9d926b8e673472224d03cf137a3fb28fd4d4,17653
N/02013/02001/TN_001_300626,D,Chennai,Salem,Four laning of km 53/525 to km 102/035 of Kumarapalayam to Chengapalli section on NH-47 in the State of Tamil Nadu (Package No. NS-2/BOT/TN-07).,N/02013/02001/TN,M/s Lonrix,completed,On Time,30/06/2026,,,03/07/2026,03/07/2026,04/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey form N-02013-02001-TN30-06-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=hMUiECtJ%2B4g0kQSNjyHMjKTHFascUMCZM5i3QIIFedAJUWfkalW0OO8rpLCWcKr8&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=fKPysbixZ029VfW74dmoRw%3D%3D&dt=qYrGwiI5va5DIgyepau35g%3D%3D,,,,,894b6e376e1cd1ce8aba2b95ab79ef79900926965b186e64df22f941d5e6ca85,17654
N/04022/02006/TN_002_300626,D,Chennai,Chengalpattu,Operation & Maintenance and Providing Incident Management Services on Tambaram to Tindivanam Section of NH-32 (Old NH-45) from Km. 28+000 to Km. 121+000 in the State of Tamil Nadu,N/04022/02006/TN,M/s Lonrix,completed,On Time,30/06/2026,,,05/07/2026,05/07/2026,06/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey Form_N-04022-02006-TN_02-07-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=%2BDXVxJ523CqBVtKAc4vEej%2BQeLBj1VfsWV%2F3%2BjaoQXZLI349QRTXcriCNhlBu1dEdb5l7s2LJAtMpeb745fsvV%2FbLCyre%2BdzUdzLjrBYEqhLvtPC5Qi3xs2WbzxjoTQJ&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=qYrGwiI5va5DIgyepau35g%3D%3D&dt=kM8F%2B%2Fr4Z6pRNyIhsDLaaQ%3D%3D,,,,,2f56e3d78bb24bcbf43ca69b37a0319a5a8155220840c51de9850b0f841f3037,17655
N/02004/30001/TN_002_290626,D,Chennai,Chennai 1,Six laning of Chennai – Tada section of NH5 from Km 11/0 to Km 54/4 in the state of Tamil Nadu to be executed under EPC Mode under NHDP Phase V – Completion of balance work in Km 21.400 to Km 54.400 (Length 33.000 Km) under EPC mode,N/02004/30001/TN,M/s Lonrix,completed,On Time,29/06/2026,,,02/07/2026,02/07/2026,03/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey Form_N-02004-30001-TN_29-06-2026.pdf,,,,,,d0975f47aedee150dbcff0c9ed2b413b3b2a8f636da0ea74b66ff90cf67dfdb7,17656
N/09048/01001/TN_002_290626,D,Chennai,Puducherry,Four laning of Pondicherry (km.0/000) to Tindivanam (km. 38/608)section of NH66 (New NH 32),N/09048/01001/TN,M/s Lonrix,completed,On Time,29/06/2026,,,02/07/2026,02/07/2026,03/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,SURVEY FORM_N-09048-01001-TN_29-06-2026.pdf,,,,,,7a9a37a21053873d039fe9ab035bbf85d7828dcfc53fe23eff705de16b33ee75,17657
N/04022/03001/TN_002_300626,D,Chennai,Viluppuram,Tindivanam - Ulundurpet from km 121.00 to km 193.90-RCW,N/04022/03001/TN,M/s Lonrix,completed,On Time,30/06/2026,,,03/07/2026,03/07/2026,04/07/2026,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,"SURVEY FORM-N_04022_03001_TN-RWC-01-07-2026.pdf
SURVEY FORM-N-04022-03001-TN-RCW-30-06-26.pdf",https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=YW%2BZr3Ju8nJZ1BdIDw6zHUDZWAfP1H8xUjyZzoijoTMa98dKxJTVbVcdUfjq5e2qqv2W1ZUZJxEvN%2FA1dSGCZw%3D%3D&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=fKPysbixZ029VfW74dmoRw%3D%3D&dt=qYrGwiI5va5DIgyepau35g%3D%3D,,,,,f072c7cc43488ca69fda17e013cdc29effca6f628d9c62e2f8c4836ac8222daa,17658
N/08049/01001/TN_002_300626,D,Chennai,Viluppuram,Trichirapalli (Km 0.000) to Kallagam (Km. 38.700) of NH-227 in Tamil Nadu-RCW,N/08049/01001/TN,M/s Lonrix,completed,Delayed,30/06/2026,,,03/07/2026,06/07/2026,07/07/2026,,,,,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,,,Survey_Form_N-08049-01001-TN-RCW-30.06.2026.pdf,,,,,,533cb6dba86977fff351234c25b977fe5dd2240c06faad2fae4bf8f6fad3429c,17660
N/08049/02001/TN_002_290626,D,Chennai,Viluppuram,Kallagam (km.38.700) to Meensurutti (Km.98.433) of NH-227 in Tamil Nadu-RCW,N/08049/02001/TN,M/s Lonrix,completed,Delayed,29/06/2026,,,02/07/2026,03/07/2026,04/07/2026,,,,,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,,,Survey_Form_N-08049-02001-TN-RCW 29.06.2026.pdf,,,,,,1f2697748b67485887b51f86431b28a2b2b3be9295ff3d6d6737b4b1a8fa4ccc,17661
N/08049/03002/TN_002_290626,D,Chennai,Viluppuram,Meensurutti (Km.98.433) to Chidambaram (Km.129.965) of NH-227-RCW,N/08049/03002/TN,M/s Lonrix,completed,Delayed,29/06/2026,,,02/07/2026,06/07/2026,07/07/2026,,,,,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,,,Survey_FormN-08049-03002-TN-RCW 29.06.2026.pdf,,,,,,3b2b9fe6e86632e841af177889d56809d7c3c3cfa335f905d3feb788d2ec859c,17662
N/02003/06001/TN_002_060726,D,Chennai,Krishnagiri,Six laning of Krishnagiri – Walajahpet section of NH-48 (old NH-46) from Km. 0/000 to Km.148/300,N/02003/06001/TN,M/s Lonrix,completed,Pending,06/07/2026,,,11/07/2026,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,SURVEY FORM-N-02003-06001-TN-08-07-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=fFGwR2muhVHSmH9bhExWfLETvFapx13q5aw%2Bdifrdc%2FIzSuBDMXQFh7QgsFZnnfj&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=ZAdq3VjsZ%2FgS%2BZg35Mwgcw%3D%3D&dt=OR55PvDRjIhNtYPs5iOHyQ%3D%3D,,,,,f4a49365ee8f05935d609cd5dfb838600baa255b1f0adc280eaf3e06028c4376,17664
N/04022/01002/TN_002_070726,D,Chennai,Chennai 2,6L of Chennai Bypass Phase - II connecting NH-4 and NH-5 and widening of Chennai Phase -I connecting NH-45 and NH - 4 (From Km 0/00 to Km.32.600),N/04022/01002/TN,M/s Lonrix,completed,Pending,07/07/2026,,,10/07/2026,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey Form_N-04022-01002-TN_07-07-2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=WEuRDg01lUEv2yF2ML%2FrC1ENQdNAUOcEgGfQckTB4eqF%2FK%2BjDp6RhcUQz16AurnAP1O6BLxfTYJArckAJoRosSJ3%2F5VipoO1WAp8dS03bXg%3D&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=H1ruizxNvBYS7M2swKDkGQ%3D%3D&dt=ZAdq3VjsZ%2FgS%2BZg35Mwgcw%3D%3D,,,,,e5cfdb28f555f1c2256dacb7d38d096e3dc37e90033f39d6e9778caa2ba62414,17666
N/02011/01001/TN_002_070726,D,Chennai,Salem,Four laning of km 94/000 to km 180/000 of Krishnagiri to Thumbipadi section on NH-7 in the State of Tamil Nadu (Package No. NS-2/BOT/TN-01).,N/02011/01001/TN,M/s Lonrix,completed,Pending,07/07/2026,,,10/07/2026,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,Survey Form N-02011-01001-TN 07.07.2026.pdf,https://india.junoams.com/pagesV1/Media/VideoViewer.aspx?nid=ETgfPyI4oe%2FEhcCrJpSMjg%3D%3D&st=e6VrztlLstcxmvFcFddUGQDo180RSLf8zmQ88dXm32hrcWI3kkzchOgfNs%2BWv02j&sn=gsv4vxoNL%2FvAmaKcKoRvnw%3D%3D&it=LZ7Ufz%2FG7ZKwMW%2FQgOTgogaTI7U%2B5E%2B35czcvQ4y7qY%3D&df=H1ruizxNvBYS7M2swKDkGQ%3D%3D&dt=ZAdq3VjsZ%2FgS%2BZg35Mwgcw%3D%3D,,,,,c3267515fdb001e02d1b354c08e90f67f6c1f1b4d48b629e929e645fef143e77,17667
